Fp1	93.612655	108.276260
Fpz	93.334479	90.000042
Fp2	93.618584	71.718281
AF9	117.390667	126.493743
AF7	94.309431	126.313449
AF5	84.927955	120.193430
AF3	77.327392	111.909782
AF1	72.365809	101.573029
AFz	70.630246	90.000055
AF2	72.365782	78.427076
AF4	77.319581	68.093700
AF6	84.927886	59.806649
AF8	94.309350	53.686618
AF10	117.390586	53.506310
F9	118.439038	144.214027
F7	95.046522	143.972805
F5	78.223579	138.527001
F3	63.283736	128.556258
F1	52.212218	112.310962
Fz	47.928905	90.000082
F2	52.212166	67.689176
F4	63.283651	51.443838
F6	78.223476	41.473065
F8	95.046412	36.027243
F10	118.440556	35.781099
FT9	119.068141	161.588080
FT7	95.399897	161.303589
FC5	73.548365	157.845354
FC3	52.537013	150.083211
FC1	34.179065	131.843356
FCz	25.231611	90.000155
FC2	34.178974	48.156814
FC4	52.536894	29.916864
FC6	73.548239	22.154686
FT8	95.399768	18.696438
FT10	119.068011	18.411941
T9	118.794905	178.791615
T7	95.048536	178.482230
C5	71.306671	177.970747
C3	47.574628	176.958870
C1	23.890365	173.922394
Cz	2.529114	90.001545
C2	23.889605	6.063576
C4	47.574491	3.041138
C6	71.306535	2.029257
T8	95.048400	1.517772
T10	118.795029	1.214325
TP9	117.574920	-163.916787
TP7	93.913131	-164.214753
CP5	71.790533	-161.581621
CP3	50.209585	-155.078349
CP1	30.593171	-138.160422
CPz	20.179571	-90.000194
CP2	30.593069	-41.839748
CP4	50.208049	-24.914972
CP6	71.790404	-18.418414
TP8	93.913000	-15.785270
TP10	117.573516	-16.088953
P9	115.568907	-146.244469
P7	92.180992	-146.504735
P5	74.984885	-141.419449
P3	59.419605	-131.602993
P1	47.567533	-114.633523
Pz	42.885653	-90.000091
P2	47.567477	-65.366626
P4	59.419514	-48.397105
P6	74.984778	-38.580616
P8	92.180878	-33.495312
P10	115.568793	-33.755568
PO9	113.382392	-128.007162
PO7	90.301445	-128.205728
PO5	80.600957	-122.009464
PO3	72.706413	-113.365959
PO1	67.437790	-102.436455
POz	65.595147	-90.000060
PO2	67.438386	-77.557145
PO4	72.706358	-66.634140
PO6	80.600885	-57.990618
PO8	90.301361	-51.794340
PO10	113.382308	-51.992893
O1	88.851385	-109.294570
Oz	88.305161	-90.000044
O2	88.851340	-70.705513
I1	111.647276	-109.187026
Iz	111.009856	-90.000035
I2	111.647231	-70.813040
AFp9h	105.391526	117.414925
AFp7h	91.328386	114.514719
AFp5h	86.870569	108.308150
AFp3h	83.751408	101.327697
AFp1h	82.177395	93.835967
AFp2h	82.177386	86.164128
AFp4h	83.751381	78.672394
AFp6h	86.870526	71.691936
AFp8h	91.328329	65.485359
AFp10h	105.391463	62.585141
AFF9h	106.314693	135.311545
AFF7h	87.856320	132.590524
AFF5h	75.353143	124.953205
AFF3h	65.556853	113.508985
AFF1h	60.014318	98.387760
AFF2h	60.014298	81.612369
AFF4h	65.556799	66.491125
AFF6h	75.353064	55.046880
AFF8h	87.850377	47.409624
AFF10h	106.314596	44.688506
FFT9h	107.069871	152.821447
FFT7h	85.346302	150.830838
FFC5h	66.214480	144.124049
FFC3h	49.374537	130.908864
FFC1h	38.223350	106.406096
FFC2h	38.223311	73.594100
FFC4h	49.374448	49.091256
FFC6h	66.214370	35.876020
FFT8h	85.346183	29.169206
FFT10h	107.069750	27.178586
FTT9h	107.190443	170.059534
FTT7h	83.689792	169.089159
FCC5h	60.575103	165.929810
FCC3h	38.004888	158.130908
FCC1h	18.214915	130.223514
FCC2h	18.214826	49.776814
FCC4h	38.004762	21.869169
FCC6h	60.574971	14.070221
FTT8h	83.689658	10.910859
FTT10h	107.190309	9.940478
TTP9h	106.437449	-172.735774
TTP7h	82.884499	-172.514440
CCP5h	59.549596	-170.642087
CCP3h	36.424732	-165.534573
CCP1h	14.722179	-143.027713
CCP2h	14.722070	-36.972606
CCP4h	36.425693	-14.474806
CCP6h	59.549461	-9.357934
TTP8h	82.884364	-7.485572
TTP10h	106.436734	-7.269766
TPP9h	104.864991	-155.272083
TPP7h	83.011263	-153.863607
CPP5h	63.388585	-147.826994
CPP3h	45.666881	-135.073276
CPP1h	33.397276	-108.859524
CPP2h	33.397232	-71.140698
CPP4h	45.666784	-44.926845
CPP6h	63.388469	-32.173072
TPP8h	83.010047	-26.139161
TPP10h	104.863779	-24.733056
PPO9h	102.843520	-137.306305
PPO7h	84.209192	-134.926607
PPO5h	71.265532	-127.291871
PPO3h	60.960539	-115.405149
PPO1h	55.017641	-99.157973
PPO2h	55.017619	-80.842167
PPO4h	60.959088	-64.601269
PPO6h	71.265695	-52.699442
PPO8h	84.209096	-45.073459
PPO10h	102.843419	-42.693746
POO9h	100.956800	-118.730902
POO7h	86.762711	-115.914043
POO5h	82.100342	-109.417849
POO3h	78.867657	-102.038975
POO1h	77.157755	-94.086969
POO2h	77.157746	-85.913132
POO4h	78.867629	-77.961122
POO6h	82.100296	-70.582241
POO8h	86.762651	-64.086038
POO10h	100.956735	-61.269165
OI1h	99.814893	-99.644420
OI2h	99.814870	-80.355657
Fp1h	93.406396	99.153678
Fp2h	93.406374	80.846405
AF9h	105.843586	126.408223
AF7h	89.434249	123.535105
AF5h	80.865253	116.308356
AF3h	74.475066	106.955788
AF1h	71.066319	95.872347
AF2h	71.064175	84.127144
AF4h	74.475026	73.044313
AF6h	80.870854	63.691659
AF8h	89.434174	56.464968
AF10h	105.844589	53.588404
F9h	106.739436	144.109466
F7h	86.488763	141.711981
F5h	70.413519	134.221126
F3h	57.094246	121.316730
F1h	49.042816	101.671312
F2h	49.042788	78.328844
F4h	57.094175	58.683387
F6h	70.413424	45.778954
F8h	86.488656	38.288075
F10h	106.739325	35.890577
FT9h	107.232589	161.462833
FT7h	84.416527	159.949704
FC5h	62.871717	154.720056
FC3h	42.801147	143.004792
FC1h	27.739852	114.268870
FC2h	27.739795	65.731387
FC4h	42.801038	36.995318
FC6h	62.871594	25.279997
FT8h	84.416399	20.050328
FT10h	107.232036	18.542512
T9h	106.924474	178.650839
T7h	83.179643	178.265597
C5h	59.444343	177.566137
C3h	35.721008	175.938840
C1h	12.144753	168.007942
C2h	12.145822	12.018872
C4h	35.720872	4.061176
C6h	59.444207	2.433869
T8h	83.179506	1.734406
T10h	106.924337	1.349162
TP9h	105.730958	-164.048696
TP7h	82.823120	-163.225178
CP5h	60.883097	-159.023164
CP3h	39.957540	-148.804371
CP1h	23.218876	-119.413675
CP2h	23.218809	-60.586618
CP4h	39.957423	-31.195730
CP6h	60.882970	-20.976882
TP8h	82.822989	-16.774849
TP10h	105.730827	-15.951324
P9h	103.873650	-146.360147
P7h	83.461436	-144.427047
P5h	66.902189	-137.238897
P3h	52.827691	-124.186611
P1h	44.104828	-103.010118
P2h	44.104798	-76.990055
P4h	52.828116	-55.823872
P6h	66.902089	-42.761182
P8h	83.461325	-35.573007
P10h	103.873537	-33.639895
PO9h	101.843500	-128.096938
PO7h	85.285567	-125.387424
PO5h	76.359627	-118.021982
PO3h	69.666698	-108.174044
PO1h	66.062874	-96.319802
PO2h	66.063188	-83.673643
PO4h	69.666655	-71.826063
PO6h	76.359562	-61.978108
PO8h	85.285488	-54.612650
PO10h	101.843596	-51.908002
O1h	88.444851	-99.672612
O2h	88.444828	-80.327475
I1h	111.177271	-99.619314
I2h	111.177248	-80.380755
AFp9	116.863643	117.474330
AFp7	93.931684	117.337970
AFp5	88.958317	111.507653
AFp3	85.153574	104.891399
AFp1	82.748959	97.629449
AFpz	81.988260	90.000048
AFp2	82.748941	82.370645
AFp4	85.159292	75.108666
AFp6	88.958267	68.492428
AFp8	93.931622	62.662104
AFp10	116.862841	62.520159
AFF9	117.940511	135.408234
AFF7	94.699710	135.191236
AFF5	81.340329	129.230768
AFF3	70.023076	119.735067
AFF1	62.164939	106.331184
AFFz	59.281253	90.000066
AFF2	62.164901	73.668937
AFF4	70.023008	60.265030
AFF6	81.340243	50.769306
AFF8	94.699613	44.808823
AFF10	117.940414	44.591812
FFT9	118.841475	152.937196
FFT7	95.295647	152.670328
FFC5	75.611452	148.065773
FFC3	57.356901	138.606842
FFC1	42.745078	120.320610
FFCz	36.578177	90.000107
FFC2	42.745009	59.679548
FFC4	57.356798	41.393248
FFC6	75.605679	31.934423
FFT8	95.295526	27.329709
FFT10	118.841353	27.062834
FTT9	119.055986	170.194837
FTT7	95.324262	169.891283
FCC5	72.097726	167.829035
FCC3	49.172121	162.981712
FCC1	27.365608	149.240862
FCCz	13.875274	90.000282
FCC2	27.365491	30.759284
FCC4	49.171990	17.018334
FCC6	72.097593	12.170988
FTT8	95.324004	10.103344
FTT10	119.055851	9.805174
TTP9	118.307025	-172.596573
TTP7	94.576921	-172.901151
CCP5	71.208717	-171.805394
CCP3	47.934913	-168.764857
CCP1	25.160528	-159.184993
CCPz	8.827686	-90.000443
CCP2	25.162173	-20.827668
CCP4	47.934779	-11.235175
CCP6	71.208582	-8.194621
TTP8	94.576786	-7.098859
TTP10	118.306890	-7.403436
TPP9	116.640259	-155.142970
TPP7	93.097491	-155.424393
CPP5	73.068896	-151.426526
CPP3	54.159364	-142.606876
CPP1	38.476402	-124.104879
CPPz	31.530241	-90.000124
CPP2	38.475440	-55.881884
CPP4	54.157371	-37.387653
CPP6	73.068776	-28.573526
TPP8	93.097367	-24.575642
TPP10	116.640135	-24.857058
PPO9	114.455349	-137.203427
PPO7	91.221231	-137.435508
PPO5	77.506841	-131.587540
PPO3	65.671046	-121.932038
PPO1	57.323313	-107.759178
PPOz	54.241296	-90.000072
PPO2	57.323272	-72.240952
PPO4	65.670974	-58.068063
PPO6	77.507403	-48.416371
PPO8	91.221130	-42.564550
PPO10	114.455249	-42.796619
POO9	112.407744	-118.655350
POO7	89.488819	-118.818606
POO5	84.289617	-112.771699
POO3	80.277927	-105.829692
POO1	77.790809	-98.112697
POOz	76.950906	-90.000051
POO2	77.791069	-81.881132
POO4	80.277890	-74.170401
POO6	84.289564	-67.228387
POO8	89.488753	-61.181470
POO10	112.407678	-61.344711
OI1	100.251102	-109.237508
OIz	99.657220	-90.000039
OI2	100.251058	-70.762566
