trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trailText,trail,stimuli.thisRepN,stimuli.thisTrialN,stimuli.thisN,stimuli.thisIndex,bodyPart,instruction,feedback,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,space,0.497596025467,2014_jul_28_1548,50.2886411541,simple_imagined_movement,001,1,
