# gold @ 60hz
# stimTime: (1x255)


0	17	33	50	67	83	100	117	133	150	167	183	200	217	233	250	267	283	300	317	333	350	367	383	400	417	433	450	467	483	500	517	533	550	567	583	600	617	633	650	667	683	700	717	733	750	767	783	800	817	833	850	867	883	900	917	933	950	967	983	1000	1017	1033	1050	1067	1083	1100	1117	1133	1150	1167	1183	1200	1217	1233	1250	1267	1283	1300	1317	1333	1350	1367	1383	1400	1417	1433	1450	1467	1483	1500	1517	1533	1550	1567	1583	1600	1617	1633	1650	1667	1683	1700	1717	1733	1750	1767	1783	1800	1817	1833	1850	1867	1883	1900	1917	1933	1950	1967	1983	2000	2017	2033	2050	2067	2083	2100	2117	2133	2150	2167	2183	2200	2217	2233	2250	2267	2283	2300	2317	2333	2350	2367	2383	2400	2417	2433	2450	2467	2483	2500	2517	2533	2550	2567	2583	2600	2617	2633	2650	2667	2683	2700	2717	2733	2750	2767	2783	2800	2817	2833	2850	2867	2883	2900	2917	2933	2950	2967	2983	3000	3017	3033	3050	3067	3083	3100	3117	3133	3150	3167	3183	3200	3217	3233	3250	3267	3283	3300	3317	3333	3350	3367	3383	3400	3417	3433	3450	3467	3483	3500	3517	3533	3550	3567	3583	3600	3617	3633	3650	3667	3683	3700	3717	3733	3750	3767	3783	3800	3817	3833	3850	3867	3883	3900	3917	3933	3950	3967	3983	4000	4017	4033	4050	4067	4083	4100	4117	4133	4150	4167	4183	4200	4217	4233
# stimSeq : (8x255)


0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0
1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0
1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1
0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0
1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0
1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	1
0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0
1	0	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	1
